character,ep_title,text
FINNEY,Court Martial,"Well, you're wrong."
FINNEY,Court Martial,Like you helped me all along?
FINNEY,Court Martial,Kept me down
FINNEY,Court Martial,Robbed me of my own command?
FINNEY,Court Martial,"I'm a good officer, as good as you."
FINNEY,Court Martial,I've watched you for years.
FINNEY,Court Martial,The great Captain Kirk.
FINNEY,Court Martial,They told you to do it to me.
FINNEY,Court Martial,You all conspired against me.
FINNEY,Court Martial,"You ruined me, but you won't do it anymore."
FINNEY,Court Martial,"Oh, I wouldn't kill you, Captain."
FINNEY,Court Martial,"Your own death would mean too little to you, But your ship"
FINNEY,Court Martial,It's dead.
FINNEY,Court Martial,I've killed it.
FINNEY,Court Martial,I tapped out your primary energy circuits.
FINNEY,Court Martial,You're out of power.
FINNEY,Court Martial,"I know the ship, too."
FINNEY,Court Martial,The Enterprise should've been mine.
FINNEY,Court Martial,You kept me from it.
FINNEY,Court Martial,Innocent?
FINNEY,Court Martial,"Officers and gentlemen, Captains all."
FINNEY,Court Martial,Except for Finney and his one mistake.
FINNEY,Court Martial,"A long time ago, but they don't forget."
FINNEY,Court Martial,But they are to blame.
FINNEY,Court Martial,All of them.
FINNEY,Court Martial,I was a good officer.
FINNEY,Court Martial,I really was.
FINNEY,Court Martial,I loved the service more than any man ever dared.
FINNEY,Court Martial,Why shouldn't I?
FINNEY,Court Martial,"They killed me, didn't they?"
FINNEY,Court Martial,It's a fair trade.
FINNEY,Court Martial,What do you mean?
FINNEY,Court Martial,What?
FINNEY,Court Martial,Why did you do that?
FINNEY,Court Martial,Why did you bring her here?
FINNEY,Court Martial,I'll kill you!
HANSON,Court Martial,"Approaching ion storm, sir."
HANSON,Court Martial,"Warp one, sir."
HANSON,Court Martial,"Aye, aye, sir."
HANSON,Court Martial,"Natural vibrations, force two, Captain."
HANSON,Court Martial,Force three.
HANSON,Court Martial,"Force five, sir."
HANSON,Court Martial,"Mister Spock, encountering variants."
HANSON,Court Martial,Variants at second level
HANSON,Court Martial,Depreciating unusually fast.
HANSON,Court Martial,"Mister Spock, we're running out of time."
HANSON,Court Martial,"Power returning, Mister Spock."
HANSON,Court Martial,Up fourteen points and rising.
HANSON,Court Martial,One third power.
HANSON,Court Martial,Orbit stabilising.
CREWMAN,Court Martial,Engineering.
CREWMAN,Court Martial,Working.
CREWMAN,Court Martial,"All personnel have left the ship as ordered, sir."
KRASNOVSKY,Court Martial,And when the orbit decays?
PIPER,"The
Menagerie, part 1","Welcome to Starbase Eleven, Captain."
PIPER,"The
Menagerie, part 1","The
Commodore's waiting to see you."
PIPER,"The
Menagerie, part 1","He's curious why you suddenly changed
course and came here."
PIPER,"The
Menagerie, part 1","This base sent no message, Captain."
PIPER,"The
Menagerie, part 1",I recognized the Captain immediately.
PIPER,"The
Menagerie, part 1","A mutual friend described
you, sir."
PIPER,"The
Menagerie, part 1",Lieutenant Helen Johansson.
PIPER,"The
Menagerie, part 1","She merely mentioned she knew you, sir."
PIPER,"The
Menagerie, part 1","Oh, yes, sir."
PIPER,"The
Menagerie, part 1","I'm afraid our investigation turned up very
little, Commodore."
PIPER,"The
Menagerie, part 1","There is, of course, Mister Spock's years of service
with Captain Pike."
PIPER,"The
Menagerie, part 1","Indications of his extreme loyalty to this former
commander."
PIPER,"The
Menagerie, part 1","We're forced to consider every possibility, sir."
PIPER,"The
Menagerie, part 1","We can be
certain Captain Pike cannot have sent a message."
PIPER,"The
Menagerie, part 1","In his condition he's
under observation every minute of every day."
PIPER,"The
Menagerie, part 1","With the flashing light, he can say yes or no."
PIPER,"The
Menagerie, part 1",Commodore!
PIPER,"The
Menagerie, part 1","Captain Pike, he's gone!"
KIRK,"The
Menagerie, part 1","We received a subspace message asking us to divert here
immediately."
KIRK,"The
Menagerie, part 1","Mister Spock received a starbase transmission, a message from the
former commander of the Enterprise, Fleet Captain Pike, urgently
requesting that we divert here."
KIRK,"The
Menagerie, part 1",If my first officer states he received a transmission from
KIRK,"The
Menagerie, part 1",Why?
KIRK,"The
Menagerie, part 1",When he was promoted to Fleet Captain.
KIRK,"The
Menagerie, part 1",I took over the Enterprise from him.
KIRK,"The
Menagerie, part 1","Spock served with him for
several years."
KIRK,"The
Menagerie, part 1","Chris, if there's anything I can do for you."
KIRK,"The
Menagerie, part 1","(flash, flash)"
KIRK,"The
Menagerie, part 1","Once more, Jose."
KIRK,"The
Menagerie, part 1","Spock stated he received a
message for us to come here."
KIRK,"The
Menagerie, part 1",He entered same in his log.
KIRK,"The
Menagerie, part 1","That's all the
proof I require."
KIRK,"The
Menagerie, part 1",Then I suggest the record tapes have been deliberately changed.
KIRK,"The
Menagerie, part 1","A
computer expert can change record tapes, duplicate voices, say
anything, say nothing."
KIRK,"The
Menagerie, part 1","If he had wanted to see Captain Pike he could have requested a
leave."
KIRK,"The
Menagerie, part 1",I would have granted it.
KIRK,"The
Menagerie, part 1",Who would want to divert us here?
KIRK,"The
Menagerie, part 1","There's no trouble in the space
sector we're patrolling now."
KIRK,"The
Menagerie, part 1",No alien problems.
KIRK,"The
Menagerie, part 1",Helen described
KIRK,"The
Menagerie, part 1","Miss Piper, a Vulcan can no sooner be disloyal than he can exist
without breathing."
KIRK,"The
Menagerie, part 1","That goes for his present commander as well as his
past."
KIRK,"The
Menagerie, part 1","There's no way he could even have asked for that message to be
sent?"
KIRK,"The
Menagerie, part 1",This is Captain Kirk.
KIRK,"The
Menagerie, part 1","You have confirmation, Miss Uhura."
KIRK,"The
Menagerie, part 1",(another chip) Mister Spock is with me here.
KIRK,"The
Menagerie, part 1","He'll answer
all questions."
KIRK,"The
Menagerie, part 1",Kirk out.
KIRK,"The
Menagerie, part 1","(watching Pike on monitor) He keeps blinking
no."
KIRK,"The
Menagerie, part 1",No to what?
KIRK,"The
Menagerie, part 1",How long will he live?
KIRK,"The
Menagerie, part 1",He keeps blinking no.
KIRK,"The
Menagerie, part 1","Bones, could this have anything to do with Spock?"
KIRK,"The
Menagerie, part 1",What I mean is either a message was received.
KIRK,"The
Menagerie, part 1","It was one of two
things."
KIRK,"The
Menagerie, part 1","Either someone sent a message diverting us here, or someone on
board the ship lied about receiving it."
KIRK,"The
Menagerie, part 1","Could that someone be Mister
Spock?"
KIRK,"The
Menagerie, part 1",He's also half human.
KIRK,"The
Menagerie, part 1",Someone's interfering with my command and my ship.
KIRK,"The
Menagerie, part 1","I don't know
who it is, but I mean to find out."
KIRK,"The
Menagerie, part 1",Even you.
KIRK,"The
Menagerie, part 1","If I thought you had the
technical know-how I'd suspect you, but you don't."
KIRK,"The
Menagerie, part 1",Spock does.
KIRK,"The
Menagerie, part 1","There's a false entry in the log right now which doesn't jibe
with the established facts."
KIRK,"The
Menagerie, part 1",How do you explain that.
KIRK,"The
Menagerie, part 1",(reading) For eyes of Starfleet Command only.
KIRK,"The
Menagerie, part 1",What every ship Captain knows.
KIRK,"The
Menagerie, part 1","General Order 7, no vessel under
any condition, emergency or otherwise, is to visit Talos Four."
KIRK,"The
Menagerie, part 1","The Enterprise, commanded by Captain Christopher Pike."
KIRK,"The
Menagerie, part 1",Kirk to Doctor McCoy.
KIRK,"The
Menagerie, part 1","I'm recording you this message, Bones,
so there will be no misunderstanding."
KIRK,"The
Menagerie, part 1","I'm sorry to have to make it an
order."
KIRK,"The
Menagerie, part 1",You're not to disturb Captain Pike with any questions.
KIRK,"The
Menagerie, part 1","Simply
take good care of him."
KIRK,"The
Menagerie, part 1",Follow Spock's instructions to the letter.
KIRK,"The
Menagerie, part 1","Kirk
out."
KIRK,"The
Menagerie, part 1","(flash, flash)"
KIRK,"The
Menagerie, part 1","Spock is headed for Talos Four, all right."
KIRK,"The
Menagerie, part 1","Shuttlecraft to Enterprise, come in."
KIRK,"The
Menagerie, part 1","Shuttlecraft to Enterprise,
come in."
KIRK,"The
Menagerie, part 1","Enterprise, come in!"
KIRK,"The
Menagerie, part 1",Blast you any way.
KIRK,"The
Menagerie, part 1",You had no right to come along.
KIRK,"The
Menagerie, part 1",Two hours of oxygen left.
KIRK,"The
Menagerie, part 1",Part of me is hoping the Enterprise won't come back for us.
KIRK,"The
Menagerie, part 1","We
step on that deck, Spock is finished."
KIRK,"The
Menagerie, part 1","Court-martialed, disgraced."
KIRK,"The
Menagerie, part 1",Spock would have some logical reason for going there.
KIRK,"The
Menagerie, part 1","Store our shuttlecraft on the hangar
deck, Mister Scott."
KIRK,"The
Menagerie, part 1",Beam us directly aboard.
KIRK,"The
Menagerie, part 1",Accepting command.
KIRK,"The
Menagerie, part 1",Where's Mister Spock?
KIRK,"The
Menagerie, part 1",Reverse power.
KIRK,"The
Menagerie, part 1",Hold this position.
KIRK,"The
Menagerie, part 1","Tell whoever gave those orders
to report"
KIRK,"The
Menagerie, part 1","Disengage computer control, Uhura."
KIRK,"The
Menagerie, part 1","Computer control, come in."
KIRK,"The
Menagerie, part 1",Disengage from helm.
KIRK,"The
Menagerie, part 1",This is the Captain.
KIRK,"The
Menagerie, part 1","On voice
command, you will override all contrary
instructions."
KIRK,"The
Menagerie, part 1","Voice command, disengage from helm."
KIRK,"The
Menagerie, part 1",This hearing is convened.
KIRK,"The
Menagerie, part 1","Mister Spock,
you're aware of your right to counsel of your choice?"
KIRK,"The
Menagerie, part 1",Request denied.
KIRK,"The
Menagerie, part 1","A mutiny requires a trial board of no less than three command
officers."
KIRK,"The
Menagerie, part 1",Since there are only two of that rank available
KIRK,"The
Menagerie, part 1",Denied.
KIRK,"The
Menagerie, part 1",Captain Pike is a complete invalid.
KIRK,"The
Menagerie, part 1","By asking why, you've opened the door to any evidence he may wish
to present."
KIRK,"The
Menagerie, part 1",Apparently what he had in mind.
KIRK,"The
Menagerie, part 1",Screen off.
KIRK,"The
Menagerie, part 1","Chris, was that really you on the screen?"
KIRK,"The
Menagerie, part 1","(flash)
That's impossible."
KIRK,"The
Menagerie, part 1","Mister Spock, no vessel makes record tapes in that
detail, that perfect."
KIRK,"The
Menagerie, part 1",What were we watching?
KIRK,"The
Menagerie, part 1","I am forced to contest that, Commodore."
KIRK,"The
Menagerie, part 1",I want to see more.
KIRK,"The
Menagerie, part 1",That has nothing to do with it.
KIRK,"The
Menagerie, part 1","Screen on, Mister Scott."
KIRK,"The
Menagerie, part 1",We still haven't heard the full story.
KIRK,"The
Menagerie, part 1",I vote to continue.
KIRK,"The
Menagerie, part 1",Not a deadlock.
KIRK,"The
Menagerie, part 1","There's still one member of the trial board to be
heard from."
KIRK,"The
Menagerie, part 1",Yes.
KIRK,"The
Menagerie, part 1",What is it?
KIRK,"The
Menagerie, part 1","Plead signal for you, sir."
KIRK,"The
Menagerie, part 1","Go ahead, Uhura."
KIRK,"The
Menagerie, part 1",Receiving transmissions from Talos Four?
KIRK,"The
Menagerie, part 1","Then the images we've
been seeing are"
KIRK,"The
Menagerie, part 1",Do you know what you're doing?
KIRK,"The
Menagerie, part 1",Have you lost your mind?
KIRK,"The
Menagerie, part 1",Lock him up.
MENDEZ,"The
Menagerie, part 1","Oh, Jim, I just can't understand this."
MENDEZ,"The
Menagerie, part 1",Impossible.
MENDEZ,"The
Menagerie, part 1","Jim, I'm not doubting anyone's word."
MENDEZ,"The
Menagerie, part 1","I'm simply telling you
it's impossible."
MENDEZ,"The
Menagerie, part 1",You don't know?
MENDEZ,"The
Menagerie, part 1","You actually don't know what's happened to
Captain Pike?"
MENDEZ,"The
Menagerie, part 1",There's been subspace chatter about it for months.
MENDEZ,"The
Menagerie, part 1",I'm sorry to have to be the one to show you.
MENDEZ,"The
Menagerie, part 1","He's upstairs in the
medical section."
MENDEZ,"The
Menagerie, part 1",You ever met Chris Pike?
MENDEZ,"The
Menagerie, part 1",About your age.
MENDEZ,"The
Menagerie, part 1","Big, handsome man, vital, active."
MENDEZ,"The
Menagerie, part 1",Inspection tour of a cadet vessel.
MENDEZ,"The
Menagerie, part 1",Old Class J starship.
MENDEZ,"The
Menagerie, part 1","One of
the baffle plates ruptured."
MENDEZ,"The
Menagerie, part 1",He went in bringing out all those kids that were still alive.
MENDEZ,"The
Menagerie, part 1",Just wanted you gentlemen to be prepared.
MENDEZ,"The
Menagerie, part 1",Captain Pike.
MENDEZ,"The
Menagerie, part 1","(a scarred head and shoulders
sticking out of wheelchair device) Captain, you remember these
gentlemen."
MENDEZ,"The
Menagerie, part 1",They wanted to visit you.
MENDEZ,"The
Menagerie, part 1",Two flashes mean no.
MENDEZ,"The
Menagerie, part 1","I thought you
might make an exception for them."
MENDEZ,"The
Menagerie, part 1","(flash, flash) I'm sorry, gentlemen."
MENDEZ,"The
Menagerie, part 1",And what do those record tapes show?
MENDEZ,"The
Menagerie, part 1",No message sent from here.
MENDEZ,"The
Menagerie, part 1",No message received by your vessel.
MENDEZ,"The
Menagerie, part 1","The fact remains that your first officer's former captain is
hospitalised, horribly injured, at this base, and that same first
officer seems to be the only one who heard that message."
